question_id,question_text,option_a,option_b,option_c,option_d,correct_option,category,difficulty_level,age_group,skill_tested,time_limit_sec,marks
Q1545,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,10-11,Sequencing,41,3
Q1546,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,9-10,Subtraction,44,2
Q1547,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,10-11,Geometry,31,1
Q1548,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,10-11,Phonics,58,3
Q1549,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,9-10,Recall,44,2
Q1550,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,11-12,Division,31,2
Q1551,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,10-11,Geometry,23,1
Q1552,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,9-10,Vocabulary,36,2
Q1553,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,8-9,Categorization,50,1
Q1554,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,11-12,Geometry,20,1
Q1555,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,8-9,Short-term Memory,32,2
Q1556,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,11-12,Sequencing,59,1
Q1557,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,11-12,Phonics,25,1
Q1558,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,9-10,Geometry,45,2
Q1559,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,8-9,Recall,32,1
Q1560,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,9-10,Sequencing,30,1
Q1561,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,10-11,Word Problems,42,1
Q1562,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,11-12,Reasoning,30,2
Q1563,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,10-11,Vocabulary,22,1
Q1564,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,11-12,Sequencing,56,2
Q1565,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,8-9,Vocabulary,20,3
Q1566,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,10-11,Sequencing,44,2
Q1567,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,9-10,Division,41,1
Q1568,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,10-11,Recall,41,1
Q1569,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,11-12,Reasoning,30,2
Q1570,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,8-9,Subtraction,52,1
Q1571,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,8-9,Sequencing,27,2
Q1572,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,9-10,Geometry,42,2
Q1573,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,11-12,Phonics,29,2
Q1574,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,9-10,Categorization,31,2
Q1575,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,9-10,Word Problems,46,2
Q1576,What is 25 × 4?,50,75,100,125,C,Math,Medium,8-9,Multiplication,29,2
Q1577,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,8-9,Sequencing,35,1
Q1578,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,11-12,Division,57,3
Q1579,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,8-9,Short-term Memory,32,1
Q1580,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,9-10,Recall,42,3
Q1581,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,10-11,Pattern Recognition,25,2
Q1582,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,9-10,Short-term Memory,35,2
Q1583,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,9-10,Recall,56,2
Q1584,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,11-12,Word Problems,32,2
Q1585,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,9-10,Spelling,41,1
Q1586,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,9-10,Comparison,30,2
Q1587,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,8-9,Reasoning,24,2
Q1588,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,10-11,Division,45,1
Q1589,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,10-11,Word Problems,55,2
Q1590,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,9-10,Phonics,32,3
Q1591,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,11-12,Sequencing,23,3
Q1592,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,11-12,Pattern Recognition,40,2
Q1593,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,10-11,Recall,38,3
Q1594,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,8-9,Division,53,1
Q1595,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,11-12,Phonics,38,1
Q1596,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,11-12,Sequencing,36,1
Q1597,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,8-9,Geometry,39,2
Q1598,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,11-12,Vocabulary,47,3
Q1599,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,11-12,Division,52,3
Q1600,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,11-12,Sequencing,20,3
Q1601,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,9-10,Short-term Memory,34,1
Q1602,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,10-11,Recognition,37,1
Q1603,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,10-11,Vocabulary,21,2
Q1604,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,8-9,Pattern Recognition,34,1
Q1605,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,9-10,Sequencing,23,1
Q1606,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,8-9,Comparison,48,2
Q1607,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,9-10,Spelling,29,3
Q1608,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,11-12,Subtraction,34,1
Q1609,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,10-11,Recall,37,1
Q1610,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,11-12,Geometry,46,3
Q1611,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,8-9,Phonics,31,3
Q1612,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,11-12,Division,50,1
Q1613,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,11-12,Subtraction,56,2
Q1614,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,11-12,Sequencing,35,3
Q1615,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,11-12,Recall,37,3
Q1616,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,9-10,Sequencing,56,2
Q1617,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,9-10,Sequencing,52,1
Q1618,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,11-12,Categorization,38,3
Q1619,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,9-10,Sequencing,28,3
Q1620,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,11-12,Recognition,39,1
Q1621,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,11-12,Categorization,46,3
Q1622,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,8-9,Recall,46,2
Q1623,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,9-10,Word Problems,22,1
Q1624,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,9-10,Subtraction,60,2
Q1625,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,8-9,Geometry,22,2
Q1626,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,9-10,Sequencing,21,3
Q1627,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,8-9,Word Problems,49,3
Q1628,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,10-11,Word Problems,34,3
Q1629,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,9-10,Subtraction,23,2
Q1630,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,8-9,Short-term Memory,48,3
Q1631,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,10-11,Categorization,24,2
Q1632,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,9-10,Recognition,42,2
Q1633,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,10-11,Sequencing,47,3
Q1634,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,8-9,Subtraction,51,3
Q1635,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,8-9,Phonics,46,1
Q1636,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,8-9,Pattern Recognition,42,3
Q1637,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,11-12,Recognition,37,1
Q1638,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,11-12,Comparison,54,3
Q1639,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,11-12,Vocabulary,45,2
Q1640,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,10-11,Sequencing,30,2
Q1641,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,11-12,Comparison,22,1
Q1642,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,9-10,Phonics,24,1
Q1643,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,11-12,Recognition,44,2
Q1644,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,9-10,Subtraction,46,3
Q1645,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,8-9,Division,32,1
Q1646,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,10-11,Short-term Memory,26,3
Q1647,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,9-10,Categorization,22,3
Q1648,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,9-10,Sequencing,39,1
Q1649,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,9-10,Division,44,3
Q1650,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,9-10,Comparison,37,3
Q1651,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,9-10,Reasoning,21,1
Q1652,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,9-10,Recall,52,2
Q1653,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,11-12,Recall,42,2
Q1654,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,10-11,Spelling,56,3
Q1655,What is 25 × 4?,50,75,100,125,C,Math,Easy,8-9,Multiplication,44,1
Q1656,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,10-11,Sequencing,50,1
Q1657,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,11-12,Recall,40,2
Q1658,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,10-11,Division,28,3
Q1659,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,9-10,Recall,40,2
Q1660,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,8-9,Vocabulary,33,2
Q1661,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,11-12,Vocabulary,40,1
Q1662,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,8-9,Subtraction,40,1
Q1663,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,11-12,Word Problems,52,1
Q1664,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,11-12,Grammar,29,2
Q1665,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,10-11,Division,54,1
Q1666,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,9-10,Vocabulary,54,1
Q1667,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,10-11,Subtraction,55,1
Q1668,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,11-12,Subtraction,28,3
Q1669,What is 25 × 4?,50,75,100,125,C,Math,Hard,11-12,Multiplication,31,3
Q1670,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,10-11,Geometry,46,2
Q1671,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,10-11,Recognition,27,2
Q1672,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,10-11,Reasoning,43,3
Q1673,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,9-10,Recall,37,2
Q1674,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,10-11,Recall,45,1
Q1675,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,10-11,Geometry,20,1
Q1676,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,8-9,Vocabulary,53,2
Q1677,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,10-11,Recall,51,3
Q1678,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,8-9,Reasoning,21,2
Q1679,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,8-9,Word Problems,30,3
Q1680,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,9-10,Pattern Recognition,48,3
Q1681,What is 25 × 4?,50,75,100,125,C,Math,Easy,10-11,Multiplication,36,1
Q1682,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,11-12,Pattern Recognition,37,3
Q1683,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,11-12,Recall,22,1
Q1684,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,10-11,Subtraction,48,2
Q1685,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,9-10,Geometry,53,2
Q1686,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,11-12,Categorization,54,3
Q1687,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,9-10,Reasoning,58,3
Q1688,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,8-9,Recall,51,2
Q1689,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,8-9,Phonics,43,3
Q1690,What is 25 × 4?,50,75,100,125,C,Math,Medium,10-11,Multiplication,25,2
Q1691,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,9-10,Comparison,30,1
Q1692,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,11-12,Recognition,43,3
Q1693,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,10-11,Subtraction,32,2
Q1694,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,9-10,Reasoning,30,3
Q1695,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,11-12,Sequencing,57,2
Q1696,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,10-11,Phonics,55,3
Q1697,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,9-10,Vocabulary,28,2
Q1698,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,11-12,Vocabulary,31,1
Q1699,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,9-10,Vocabulary,60,2
Q1700,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,10-11,Division,24,1
Q1701,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,8-9,Pattern Recognition,24,1
Q1702,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,9-10,Recall,46,1
Q1703,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,10-11,Spelling,47,3
Q1704,What is 25 × 4?,50,75,100,125,C,Math,Hard,8-9,Multiplication,44,3
Q1705,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,10-11,Spelling,51,1
Q1706,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,10-11,Vocabulary,38,2
Q1707,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,9-10,Sequencing,35,2
Q1708,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,9-10,Vocabulary,46,3
Q1709,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,10-11,Reasoning,44,3
Q1710,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,8-9,Short-term Memory,32,2
Q1711,What is 25 × 4?,50,75,100,125,C,Math,Hard,8-9,Multiplication,37,3
Q1712,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,9-10,Short-term Memory,41,3
Q1713,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,9-10,Phonics,53,1
Q1714,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,10-11,Short-term Memory,56,3
Q1715,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,11-12,Vocabulary,22,2
Q1716,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,11-12,Subtraction,48,3
Q1717,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,11-12,Categorization,44,3
Q1718,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,9-10,Pattern Recognition,49,3
Q1719,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,11-12,Pattern Recognition,25,3
Q1720,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,8-9,Short-term Memory,44,1
Q1721,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,10-11,Grammar,56,2
Q1722,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,8-9,Vocabulary,21,2
Q1723,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,9-10,Vocabulary,51,3
Q1724,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,9-10,Vocabulary,49,2
Q1725,What is 25 × 4?,50,75,100,125,C,Math,Hard,10-11,Multiplication,26,3
Q1726,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,11-12,Phonics,55,2
Q1727,What is 25 × 4?,50,75,100,125,C,Math,Medium,11-12,Multiplication,29,2
Q1728,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,11-12,Phonics,21,2
Q1729,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,11-12,Spelling,44,2
Q1730,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,10-11,Recognition,35,3
Q1731,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,11-12,Recall,20,2
Q1732,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,8-9,Sequencing,36,3
Q1733,What is 25 × 4?,50,75,100,125,C,Math,Medium,10-11,Multiplication,33,2
Q1734,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,9-10,Spelling,59,2
Q1735,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,10-11,Comparison,34,1
Q1736,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,8-9,Recall,24,1
Q1737,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,8-9,Subtraction,38,3
Q1738,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,11-12,Recall,32,1
Q1739,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,11-12,Comparison,56,3
Q1740,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,8-9,Sequencing,44,2
Q1741,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,11-12,Vocabulary,56,2
Q1742,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,9-10,Sequencing,52,1
Q1743,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,10-11,Recognition,26,1
Q1744,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,8-9,Word Problems,59,1
Q1745,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,11-12,Comparison,29,3
Q1746,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,8-9,Categorization,28,1
Q1747,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,11-12,Sequencing,42,1
Q1748,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,11-12,Sequencing,34,2
Q1749,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,10-11,Sequencing,37,3
Q1750,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,8-9,Sequencing,41,3
Q1751,What is 25 × 4?,50,75,100,125,C,Math,Hard,8-9,Multiplication,33,3
Q1752,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,8-9,Grammar,52,2
Q1753,What is 25 × 4?,50,75,100,125,C,Math,Hard,8-9,Multiplication,45,3
Q1754,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,11-12,Pattern Recognition,32,3
Q1755,What is 25 × 4?,50,75,100,125,C,Math,Medium,10-11,Multiplication,39,2
Q1756,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,11-12,Sequencing,42,2
Q1757,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,9-10,Vocabulary,51,3
Q1758,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,11-12,Sequencing,46,3
Q1759,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,9-10,Division,55,3
Q1760,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,11-12,Reasoning,38,1
Q1761,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,9-10,Geometry,39,3
Q1762,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,11-12,Reasoning,58,3
Q1763,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,8-9,Comparison,48,3
Q1764,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,11-12,Categorization,27,1
Q1765,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,9-10,Recall,33,2
Q1766,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,11-12,Reasoning,21,2
Q1767,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,10-11,Vocabulary,34,1
Q1768,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,9-10,Vocabulary,29,2
Q1769,What is 25 × 4?,50,75,100,125,C,Math,Hard,10-11,Multiplication,34,3
Q1770,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,11-12,Sequencing,55,3
